OBJECTID;Join_Count;TARGET_FID;fid_1;fid_12;ID_ebm;photo;date_suivi;position;obstruct_c;prov_bm;densite;comp_tronc;comp_branc;comp_racin;secteur;uuid;Complexe;Volume;Volume_Formule;longueur;largeur;hauteur;Volume_1;hauteur_2;longueur_2;largeur_2;Volume_2;hauteur_3;longueur_3;largeur_3;Volume_3;hauteur_4;longueur_4;largeur_4;Volume 4;hauteur_5;longueur_5;largeur_5;Volume_5;Equipe;Nb_boites;Typologie;Commentair;Commenta_1;Commenta_2;Commenta_3;largeur_A;largeur_B;largeur_C;largeur_D;largeur_E;largeur_F;largeur_2_;largeur__1;largeur__2;largeur__3;largeur__4;largeur__5;largeur_3_;largeur__6;largeur__7;largeur__8;largeur__9;largeur_10;largeur_4_;largeur_11;largeur_12;largeur_13;largeur_14;largeur_15;largeur_5_;largeur_16;largeur_17;largeur_18;largeur_19;largeur_20;layer;path;Id;Input_FID;Id_1;ORIG_FID;Id_12;lenght;type;annee;troncon;Distance
416;1;415;121;;;DCIM/rivrimouski_20240827101435.jpg;2024/08/27 10:14:33.268;"{""Ch""}";40;D;3;75;15;10;"{""RD""}";{33318a1e-e102-45fc-a688-4405e50ffed9};Non;16040;16040;16040;2000;500;16040000000;;;;0;;;;0;;;;0;;;;0;MT SL;1;Simple;;;;;1300;1000;900;5000;2000;1800;;;;;;;;;;;;;;;;;;;;;;;;;;;;12;;;;8806;cp;2016;5;6500
417;1;416;122;;;DCIM/rivrimouski_20240827103948.jpg;2024/08/27 10:39:10.810;"{""Bc""}";5;D;2;80;20;;"{""RD""}";{b2cb83f2-8a63-47b2-9cf2-ef2d3450a4f4};Non;10.797;10,797;610;196,6666667;90;10797000;;;;0;;;;0;;;;0;;;;0;MT SL;1;Simple;;;;;200;190;200;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;13;;;;8806;cp;2016;5;7000
418;1;417;123;;;DCIM/rivrimouski_20240827104126.jpg;2024/08/27 10:40:12.798;"{""Pl""}";;D;1;85;15;;"{""RD""}";{2d6f4799-54dc-40ba-8ee7-787cbfa09777};Non;68.5568;68,5568;4120;128;130;68556800;;;;0;;;;0;;;;0;;;;0;MT SL;1;Simple;;;;;210;190;50;20;170;;;;;;;;;;;;;;;;;;;;;;;;;;;;;13;;;;8806;cp;2016;5;7000
419;1;418;124;;;DCIM/rivrimouski_20240827104809.jpg;2024/08/27 10:47:29.505;"{""Pl""}";;D;1;70;25;5;"{""RD""}";{447a4207-27a4-4cdb-8169-3bc4c345d6a1};Non;59.04;59,04;2460;240;100;59040000;;;;0;;;;0;;;;0;;;;0;MT SL;1;Simple;;;;;240;200;260;260;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;13;;;;8806;cp;2016;5;7000
420;1;419;125;;;DCIM/rivrimouski_20240827105009.jpg;2024/08/27 10:49:25.454;"{""Pl""}";;D;1;45;45;10;"{""RD""}";{bd8d7302-a9b6-486c-bd4c-8a955f850acc};Non;22.1595;22,1595;1870;197,5;60;22159500;;;;0;;;;0;;;;0;;;;0;MT SL;1;Simple;;;;;220;250;180;140;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;13;;;;8806;cp;2016;5;7000
421;1;420;126;;;DCIM/rivrimouski_20240827105126.jpg;2024/08/27 10:50:56.934;"{""Bc""}";5;D;1;50;50;;"{""RD""}";{626e017f-eb2d-485c-bb67-77335793bf62};Non;4.75;4,75;500;190;50;4750000;;;;0;;;;0;;;;0;;;;0;MT SL;1;Simple;;;;;90;220;260;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;13;;;;8806;cp;2016;5;7000
422;1;421;127;;;DCIM/rivrimouski_20240827105353.jpg;2024/08/27 10:52:43.298;"{""Pl""}";;D;2;65;35;;"{""RD""}";{5b3caac4-01ff-4d00-a0d2-80f93f365a10};Non;19.936;19,936;890;186,6666667;120;19936000;;;;0;;;;0;;;;0;;;;0;MT SL;1;Simple;;;;;130;220;210;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;13;;;;8806;cp;2016;5;7000
423;1;422;128;;;DCIM/rivrimouski_20240827105527.jpg;2024/08/27 10:54:43.369;"{""Pl""}";;D;1;80;2;18;"{""RD""}";{dc290f00-0460-4882-92e3-4e54f69b30cd};Non;2.544;2,544;530;80;60;2544000;;;;0;;;;0;;;;0;;;;0;MT SL;1;Simple;;;;;40;120;80;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;13;;;;8806;cp;2016;5;7000
424;1;423;129;;;DCIM/rivrimouski_20240827105635.jpg;2024/08/27 10:55:56.438;"{""Pl""}";;D;1;40;60;;"{""RD""}";{57e39b9c-8306-4ce8-86d7-148c6b352290};Non;2.56666666666667;2,566666667;550;116,6666667;40;2566666,667;;;;0;;;;0;;;;0;;;;0;MT SL;1;Simple;;;;;120;160;70;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;13;;;;8806;cp;2016;5;7000
425;1;424;130;;;DCIM/rivrimouski_20240827105802.jpg;2024/08/27 10:57:01.304;"{""Pl""}";;D;1;90;10;;"{""RD""}";{005d0292-eadf-4f26-a6f9-ba1a5aa192ce};Non;3.88266666666667;3,882666667;440;76,66666667;40;1349333,333;40;950;66,66666667;2533333,333;;;;0;;;;0;;;;0;MT SL;2;T;;;;;50;100;80;;;;30;130;40;;;;;;;;;;;;;;;;;;;;;;;;;13;;;;8806;cp;2016;5;7000
426;1;425;131;;;DCIM/rivrimouski_20240827110033.jpg;2024/08/27 10:59:59.194;"{""Pl""}";;D;2;90;10;;"{""RD""}";{7db39075-35ac-4426-9140-77009d1790ef};Non;86.925;86,925;3050;190;150;86925000;;;;0;;;;0;;;;0;;;;0;MT SL;1;Simple;;;;;190;290;140;110;220;;;;;;;;;;;;;;;;;;;;;;;;;;;;;13;;;;8806;cp;2016;5;7000
427;1;426;132;;;DCIM/rivrimouski_20240827111111.jpg;2024/08/27 11:10:20.623;"{""Ch""}";5;D;1;50;45;5;"{""RD""}";{9d63e721-7361-48c0-928f-6ba7a39eaa1d};Non;10.92;10,92;650;186,6666667;90;10920000;;;;0;;;;0;;;;0;;;;0;MT SL;1;Simple;;;;;360;170;30;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;14;;;;8806;cp;2016;5;7500
428;1;427;133;;;DCIM/rivrimouski_20240827111534.jpg;2024/08/27 11:14:51.843;"{""Ch""}";5;D;2;50;45;5;"{""RD""}";{9d77df9c-507d-454b-980f-897cdc46fade};Non;40.255;40,255;970;276,6666667;150;40255000;;;;0;;;;0;;;;0;;;;0;MT SL;1;Simple;;;;;270;240;320;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;14;;;;8806;cp;2016;5;7500
429;1;428;134;;;DCIM/rivrimouski_20240827112127.jpg;2024/08/27 11:20:48.552;"{""Bc""}";5;D;2;50;50;;"{""RD""}";{0f8c1c81-b76c-4efe-a11f-c88012ac7bf6};Non;11.856;11,856;570;160;130;11856000;;;;0;;;;0;;;;0;;;;0;MT SL;1;Simple;;;;;120;190;170;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;13;;;;8806;cp;2016;5;7000
430;1;429;135;;;DCIM/rivrimouski_20240827112545.jpg;2024/08/27 11:24:49.021;"{""Ch""}";5;D;2;30;70;;"{""RD""}";{514cf3a9-dbd3-45a3-942b-3a64648e2e72};Non;5.6;5,6;500;93,33333333;120;5600000;;;;0;;;;0;;;;0;;;;0;MT SL;1;Simple;;;;;90;70;120;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;14;;;;8806;cp;2016;5;7500
431;1;430;136;;;DCIM/rivrimouski_20240827113138.jpg;2024/08/27 11:30:43.610;"{""Ch""}";5;M;2;60;40;;"{""RD""}";{7aef2528-722a-4da4-bba5-6f25645ec13b};Non;22.338;22,338;1360;182,5;90;22338000;;;;0;;;;0;;;;0;;;;0;MT SL;1;Simple;;;;;150;170;270;140;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;14;;;;8806;cp;2016;5;7500
432;1;431;137;;;DCIM/rivrimouski_20240827124659.jpg;2024/08/27 12:45:56.656;"{""Ch""}";5;M;2;50;50;;"{""RD""}";{378ff999-fbec-46af-81c3-a86c5b718eb1};Non;64.6;64,6;850;380;200;64600000;;;;0;;;;0;;;;0;;;;0;MT SL;1;Simple;;;;;340;510;290;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;14;;;;8806;cp;2016;5;7500
433;1;432;138;;;DCIM/rivrimouski_20240827125428.jpg;2024/08/27 12:53:47.288;"{""Ch""}";5;M;1;90;10;;"{""RD""}";{c27b1cce-b989-4a68-9b82-bd1fc18ac798};Non;9.3;9,3;1240;75;100;9300000;;;;0;;;;0;;;;0;;;;0;MT SL;1;Simple;;;;;80;100;40;80;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;15;;;;8806;cp;2016;5;8000
434;1;433;139;;;DCIM/rivrimouski_20240827130140.jpg;2024/08/27 13:00:26.253;"{""Ch""}";10;D;2;60;30;10;"{""RD""}";{2acd96cd-fcc0-4f96-973f-f3f4e9c89cd7};Non;310.59;310,59;2900;510;210;310590000;;;;0;;;;0;;;;0;;;;0;MT SL;1;Simple;;;;;810;510;460;260;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;16;;;;8806;cp;2016;5;8500
435;1;434;140;;;DCIM/rivrimouski_20240827130733.jpg;2024/08/27 13:06:51.843;"{""Ch""}";10;D;2;75;20;5;"{""RD""}";{d138fbb0-2b36-4e9a-9571-35074f3ef7ab};Non;68.944;68,944;1240;347,5;160;68944000;;;;0;;;;0;;;;0;;;;0;MT SL;1;Simple;;;;;60;410;510;410;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;16;;;;8806;cp;2016;5;8500
436;1;435;141;;;DCIM/rivrimouski_20240827131545.jpg;2024/08/27 13:10:22.396;"{""Ch""}";15;D;2;80;15;5;"{""RD""}";{f7f46b40-47fc-43cb-9a51-da4444073f51};Non;355.11975;355,11975;960;293,3333333;180;50688000;210;1530;947,5;304431750;;;;0;;;;0;;;;0;MT SL;2;L;;;;;70;300;510;;;;1160;1030;1300;300;;;;;;;;;;;;;;;;;;;;;;;;16;;;;8806;cp;2016;5;8500
437;1;436;142;;;DCIM/rivrimouski_20240827131930.jpg;2024/08/27 13:18:49.457;"{""Ch""}";5;M;1;90;10;;"{""RD""}";{248c7dfe-2dfe-4c61-a5f6-ef403435f413};Non;10.7055;10,7055;1830;97,5;60;10705500;;;;0;;;;0;;;;0;;;;0;MT SL;1;Simple;;;;;60;250;50;30;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;16;;;;8806;cp;2016;5;8500
438;1;437;143;;;DCIM/rivrimouski_20240827132706.jpg;2024/08/27 13:26:04.009;"{""Pl""}";;D;1;85;10;5;"{""RD""}";{0703c568-65d6-4e94-9376-97b86c1b92f2};Non;20.79;20,79;990;140;150;20790000;;;;0;;;;0;;;;0;;;;0;MT SL;1;Simple;;;;;80;170;170;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;16;;;;8806;cp;2016;5;8500
439;1;438;144;;;DCIM/rivrimouski_20240827133006.jpg;2024/08/27 13:29:41.451;"{""Bc""}";;D;1;85;15;;"{""RD""}";{bba7a605-1ae3-4472-b31f-8413e15c7b47};Non;5.88;5,88;720;116,6666667;70;5880000;;;;0;;;;0;;;;0;;;;0;MT SL;1;Simple;;;;;50;250;50;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;16;;;;8806;cp;2016;5;8500
440;1;439;145;;;DCIM/rivrimouski_20240827133133.jpg;2024/08/27 13:30:56.539;"{""Bc""}";;D;1;80;20;;"{""RD""}";{ecb6723e-a213-4458-93ec-b39ce0c7bfa3};Non;4.032;4,032;630;80;80;4032000;;;;0;;;;0;;;;0;;;;0;MT SL;1;Simple;;;;;40;80;120;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;16;;;;8806;cp;2016;5;8500
441;1;440;146;;;DCIM/rivrimouski_20240827133347.jpg;2024/08/27 13:33:09.522;"{""Bc""}";5;D;1;90;10;;"{""RD""}";{a1b3d812-eb2a-4b86-8089-80a97b206fbc};Non;58.65;58,65;3450;170;100;58650000;;;;0;;;;0;;;;0;;;;0;MT SL;1;Simple;;;;;40;150;70;130;460;;;;;;;;;;;;;;;;;;;;;;;;;;;;;16;;;;8806;cp;2016;5;8500
442;1;441;147;;;DCIM/rivrimouski_20240827134849.jpg;2024/08/27 13:47:13.554;"{""Ch""}";5;M;2;80;15;5;"{""RD""}";{13661562-ed57-4143-9a1f-1f55bfb47453};Non;29.1125;29,1125;1370;212,5;100;29112500;;;;0;;;;0;;;;0;;;;0;MT SL;1;Simple;;;;;70;110;590;80;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;17;;;;8806;cp;2016;5;9000
443;1;442;148;;;DCIM/rivrimouski_20240827135240.jpg;2024/08/27 13:51:32.123;"{""Ch""}";15;D;3;80;15;5;"{""RD""}";{11c8a2ef-4df9-4839-b8cf-045969b37799};Non;561;561;2750;1020;200;561000000;;;;0;;;;0;;;;0;;;;0;MT SL;1;Simple;;;;;1350;1100;980;650;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;17;;;;8806;cp;2016;5;9000
444;1;443;149;;;DCIM/rivrimouski_20240827135606.jpg;2024/08/27 13:56:04.505;"{""Ch""}";15;D;3;90;10;;"{""RD""}";{ebaf514c-3f0d-4fbb-ab52-f2a568bfb486};Non;356.25;356,25;2500;475;300;356250000;;;;0;;;;0;;;;0;;;;0;MT SL;1;Simple;;;;;500;750;450;200;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;17;;;;8806;cp;2016;5;9000
445;1;444;150;;;DCIM/rivrimouski_20240827142314.jpg;2024/08/27 14:18:04.999;"{""Ch""}";45;D;2;85;10;5;"{""RD""}";{81138249-d9f1-4120-becc-2e4d2aef26bd};Non;1355.267;1355,267;1240;92,5;60;6882000;250;2090;2490;1301025000;120;740;533,3333333;47360000;;;;0;;;;0;MT SL;3;Discontinu;;;;;90;80;80;120;;;2270;3070;2570;2050;;;520;610;470;;;;;;;;;;;;;;;;;;;18;;;;8806;cp;2016;5;9500
446;1;445;151;;;DCIM/rivrimouski_20240827143100.jpg;2024/08/27 14:27:34.008;"{""Ch""}";5;M;1;90;5;5;"{""RD""}";{67b64c9a-0930-4ce2-9b31-617fd840ce6b};Non;70.34;70,34;2200;92,5;160;32560000;70;960;120;8064000;170;920;190;29716000;;;;0;;;;0;MT SL;3;Discontinu;;;;;50;150;80;90;;;30;250;80;;;;100;350;120;;;;;;;;;;;;;;;;;;;18;;;;8806;cp;2016;5;9500
447;1;446;152;;;DCIM/rivrimouski_20240827145041.jpg;2024/08/27 14:34:04.598;"{""Bc""}";30;D;3;70;20;10;"{""RD""}";{97e1d1c6-1b4f-4897-8960-9bc1f8ccb120};Non;2716.7745;2716,7745;2910;1232,5;200;717315000;130;2030;480;126672000;250;2260;827,5;467537500;150;5500;1703,333333;1405250000;;;;0;MT SL;4;Discontinu;;;;;2900;530;800;700;;;210;760;730;220;;;320;490;1000;1500;;;2750;2390;1940;1670;1280;190;;;;;;;;;;18;;;;8806;cp;2016;5;9500
448;1;447;153;;;DCIM/rivrimouski_20240827145518.jpg;2024/08/27 14:52:35.803;"{""Bc""}";5;D;2;90;10;;"{""RD""}";{4be80499-2375-4ec3-bd72-185b209a4a5c};Non;109.9555;109,9555;2260;160;130;47008000;140;1650;272,5;62947500;;;;0;;;;0;;;;0;MT SL;2;L;;;;;110;260;120;150;;;50;100;490;450;;;;;;;;;;;;;;;;;;;;;;;;19;;;;8806;cp;2016;5;10000
449;1;448;154;;;DCIM/rivrimouski_20240827145808.jpg;2024/08/27 14:57:12.803;"{""Bc""}";10;D;2;75;20;5;"{""RD""}";{03620659-fb8a-4ded-adb6-451dffa72a4f};Non;279.306;279,306;2630;442,5;240;279306000;;;;0;;;;0;;;;0;;;;0;MT SL;1;Simple;;;;;320;280;620;550;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;19;;;;8806;cp;2016;5;10000
450;1;449;155;;;DCIM/rivrimouski_20240827150558.jpg;2024/08/27 15:03:48.748;"{""Bc""}";5;D;1;95;5;;"{""RD""}";{508a89d5-9d30-43fe-8945-be9c44e98c76};Non;22.1975;22,1975;2350;85;50;9987500;100;990;123,3333333;12210000;;;;0;;;;0;;;;0;MT SL;2;T;;;;;40;70;130;100;;;100;140;130;;;;;;;;;;;;;;;;;;;;;;;;;19;;;;8806;cp;2016;5;10000
451;1;450;156;;;DCIM/rivrimouski_20240827150807.jpg;2024/08/27 15:07:17.863;"{""Bc""}";5;D;1;95;5;;"{""RD""}";{a48d9d45-f5b4-4d7c-afc3-c11c5297a212};Non;2.412;2,412;1340;30;60;2412000;;;;0;;;;0;;;;0;;;;0;MT SL;;;;;;;10;20;30;60;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;18;;;;8806;cp;2016;5;9500
452;1;451;157;;;DCIM/rivrimouski_20240827150936.jpg;2024/08/27 15:08:42.022;"{""Bc""}";5;M;1;100;;;"{""RD""}";{35254b4e-832b-4a1f-8899-69b5afe6ef12};Non;5.71725;5,71725;1210;67,5;70;5717250;;;;0;;;;0;;;;0;;;;0;MT SL;1;Simple;;;;;120;80;50;20;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;18;;;;8806;cp;2016;5;9500
453;1;452;158;;;DCIM/rivrimouski_20240827152046.jpg;2024/08/27 15:19:29.092;"{""Ch""}";5;D;1;30;70;;"{""RD""}";{25b09d78-910b-413e-9f61-59ddba0b916d};Non;8.183;8,183;1670;122,5;40;8183000;;;;0;;;;0;;;;0;;;;0;MT SL;1;Simple;;;;;220;170;80;20;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;19;;;;8806;cp;2016;5;10000
454;1;453;159;;;DCIM/rivrimouski_20240827153508.jpg;2024/08/27 15:33:58.755;"{""Ch""}";5;P;1;80;10;10;"{""RD""}";{87292de6-3767-459a-ac29-787251ed2aa4};Non;7.18666666666667;7,186666667;980;73,33333333;100;7186666,667;;;;0;;;;0;;;;0;;;;0;MT SL;1;Simple;;;;;20;110;90;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;21;;;;8806;cp;2016;5;11000
455;1;454;160;;;DCIM/rivrimouski_20240827154219.jpg;2024/08/27 15:41:16.133;"{""Pl""}";;D;1;85;5;10;"{""RD""}";{dad63735-ea14-44e7-a378-37242eabff73};Non;5.055;5,055;1240;25;30;930000;50;2200;37,5;4125000;;;;0;;;;0;;;;0;MT SL;2;T;;;;;50;20;20;10;;;10;70;30;40;;;;;;;;;;;;;;;;;;;;;;;;21;;;;8806;cp;2016;5;11000
456;1;455;161;;;DCIM/rivrimouski_20240827154605.jpg;2024/08/27 15:44:23.024;"{""Ch""}";25;D;3;80;15;5;"{""RD""}";{dad517aa-edbf-4dec-a8e4-582ac98eff8e};Non;505.44;505,44;3250;864;180;505440000;;;;0;;;;0;;;;0;;;;0;MT SL;1;Simple;;;;;550;1020;1500;950;300;;;;;;;;;;;;;;;;;;;;;;;;;;;;;21;;;;8806;cp;2016;5;11000
457;1;456;162;;;DCIM/rivrimouski_20240827154837.jpg;2024/08/27 15:47:14.712;"{""Pl""}";;D;2;80;15;5;"{""RD""}";{dbeea0e3-c8de-4845-92a2-7e729588696c};Non;232.5;232,5;2500;387,5;240;232500000;;;;0;;;;0;;;;0;;;;0;MT SL;1;Simple;;;;;180;370;530;470;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;21;;;;8806;cp;2016;5;11000
458;1;457;163;;;DCIM/rivrimouski_20240827155302.jpg;2024/08/27 15:50:02.507;"{""Pl""}";1;D;3;80;15;5;"{""RD""}";{e70e972e-36d0-493e-8463-ed837387592a};Non;464.52;464,52;1600;1382,5;210;464520000;;;;0;;;;0;;;;0;;;;0;MT SL;;;;;;;1760;1520;1290;960;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;21;;;;8806;cp;2016;5;11000
459;1;458;164;;;DCIM/rivrimouski_20240827155445.jpg;2024/08/27 15:53:41.283;"{""Pl""}";5;D;1;75;20;5;"{""RD""}";{46fe1be5-7f7c-4383-bf85-aaafc3fa7717};Non;33.418;33,418;1540;155;140;33418000;;;;0;;;;0;;;;0;;;;0;MT SL;1;Simple;;;;;30;90;170;330;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;21;;;;8806;cp;2016;5;11000
460;1;459;165;;;DCIM/rivrimouski_20240827155648.jpg;2024/08/27 15:56:05.308;"{""Bc""}";5;D;1;90;;10;"{""RD""}";{e9607450-ac18-43ee-9a47-6e807897be46};Non;19.872;19,872;2070;80;120;19872000;;;;0;;;;0;;;;0;;;;0;MT SL;;;;;;;180;70;20;50;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;21;;;;8806;cp;2016;5;11000
461;1;460;166;;;DCIM/rivrimouski_20240827160506.jpg;2024/08/27 16:03:28.519;"{""Bc""}";5;D;3;80;10;10;"{""RD""}";{24bdd821-f512-4f9f-b415-d602332960d4};Non;136.35;136,35;1350;505;200;136350000;;;;0;;;;0;;;;0;;;;0;MT SL;1;Simple;;;;;420;430;510;660;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;22;;;;8806;cp;2016;5;11500
462;1;461;167;;;DCIM/rivrimouski_20240827161009.jpg;2024/08/27 16:08:05.745;"{""Pl""}";1;D;3;80;15;5;"{""RD""}";{1cb6c5b7-2abc-4263-9cc0-eb6c71947a25};Non;1364.9625;1364,9625;2750;2757,5;180;1364962500;;;;0;;;;0;;;;0;;;;0;MT SL;1;Simple;;;;;3750;2750;2440;2090;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;22;;;;8806;cp;2016;5;11500
463;1;462;168;;;DCIM/rivrimouski_20240827161308.jpg;2024/08/27 16:12:43.527;"{""Pl""}";1;D;1;80;15;5;"{""RD""}";{2cf400d0-8865-46b4-9e12-43790cec053d};Non;7685;7685;13250;1933,333333;300;7685000000;;;;0;;;;0;;;;0;;;;0;MT SL;1;Simple;;;;;1500;1800;2000;2300;2500;1500;;;;;;;;;;;;;;;;;;;;;;;;;;;;22;;;;8806;cp;2016;5;11500
464;1;463;169;;;DCIM/rivrimouski_20240827161905.jpg;2024/08/27 16:18:24.548;"{""Bc""}";5;D;1;90;10;;"{""RD""}";{842c24c3-c871-4b6b-964b-72a68b67eb65};Non;2.88266666666667;2,882666667;470;76,66666667;80;2882666,667;;;;0;;;;0;;;;0;;;;0;MT SL;1;Simple;;;;;90;70;70;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;22;;;;8806;cp;2016;5;11500
465;1;464;170;;;DCIM/rivrimouski_20240827163930.jpg;2024/08/27 16:31:19.869;"{""Bc""}";30;M;2;85;15;;"{""RD""}";{bc2b3dfa-7658-44b6-b472-c2d59d5e4552};Non;822.5235;822,5235;2560;72,5;60;11136000;250;1430;1855;663162500;220;2750;245;148225000;;;;0;;;;0;MT SL;3;Discontinu;;;;;120;80;50;40;;;2280;2100;1710;1330;;;60;130;260;530;;;;;;;;;;;;;;;;;;23;;;;8806;cp;2016;5;12000
466;1;465;171;;;DCIM/rivrimouski_20240828100940.jpg;2024/08/28 10:09:03.025;"{""Bc""}";5;M;1;80;5;15;"{""RD""}";{de188ddd-fe12-4093-b0b6-77dd978e6ed5};Non;106.8795;106,8795;2610;227,5;180;106879500;;;;0;;;;0;;;;0;;;;0;MT SL;1;Simple;;;;;20;380;320;190;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;23;;;;8806;cp;2016;5;12000
467;1;466;172;;;DCIM/rivrimouski_20240828101537.jpg;2024/08/28 10:12:17.496;"{""Bc""}";10;M;1;80;15;5;"{""RD""}";{19ba7164-4f46-4ba2-95c6-86b6a5e2470d};Non;411.693;411,693;2280;650;160;237120000;150;3570;326;174573000;;;;0;;;;0;;;;0;MT SL;2;Discontinu;;;;;500;800;700;600;;;170;250;370;510;330;;;;;;;;;;;;;;;;;;;;;;;23;;;;8806;cp;2016;5;12000
468;1;467;173;;;DCIM/rivrimouski_20240828101919.jpg;2024/08/28 10:18:10.636;"{""Bc""}";5;M;2;80;10;10;"{""RD""}";{e2172bc0-ec9d-4055-a682-b10a74a2f247};Non;56.0896;56,0896;3130;128;140;56089600;;;;0;;;;0;;;;0;;;;0;MT SL;1;Simple;;;;;110;100;150;120;160;;;;;;;;;;;;;;;;;;;;;;;;;;;;;23;;;;8806;cp;2016;5;12000
469;1;468;174;;;DCIM/rivrimouski_20240828102758.jpg;2024/08/28 10:26:59.589;"{""Ch""}";5;M;1;75;20;5;"{""RD""}";{ea82ced9-e0ee-45fb-9350-e8bb9cf47fe8};Non;8.81833333333333;8,818333333;550;123,3333333;130;8818333,333;;;;0;;;;0;;;;0;;;;0;MT MC;1;Simple;;;;;20;90;260;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;23;;;;8806;cp;2016;5;12000
470;1;469;175;;;DCIM/rivrimouski_20240828103159.jpg;2024/08/28 10:31:24.766;"{""Ch""}";5;M;1;90;5;5;"{""RD""}";{7e5e9b11-e63e-4f03-975e-45f09f8d4739};Non;15.54;15,54;900;246,6666667;70;15540000;;;;0;;;;0;;;;0;;;;0;MT MC;1;Simple;;;;;220;350;170;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;23;;;;8806;cp;2016;5;12000
471;1;470;176;;;DCIM/rivrimouski_20240828103905.jpg;2024/08/28 10:38:29.597;"{""Bc""}";5;M;1;80;10;10;"{""RD""}";{f3af7952-16d5-462a-b9ad-c531730d7825};Non;105.52425;105,52425;2370;342,5;130;105524250;;;;0;;;;0;;;;0;;;;0;MT MC;1;Simple;;;;;370;260;350;390;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;24;;;;8806;cp;2016;5;12500
472;1;471;177;;;;2024/08/28 10:41:53.416;"{""Bc""}";5;D;1;85;5;10;"{""RD""}";{d78cacb9-9bf8-4300-9e10-893d1b692415};Non;28.793;28,793;1580;122,5;140;27097000;80;530;40;1696000;;;;0;;;;0;;;;0;MT MC;2;T;;;;;80;130;160;120;;;20;50;50;;;;;;;;;;;;;;;;;;;;;;;;;24;;;;8806;cp;2016;5;12500
473;1;472;178;;;DCIM/rivrimouski_20240828104613.jpg;2024/08/28 10:45:31.451;"{""Bc""}";10;M;1;80;5;15;"{""RD""}";{1ffcb89c-6492-4872-8398-c9a0b9e7e3db};Non;268.128;268,128;3360;532;150;268128000;;;;0;;;;0;;;;0;;;;0;MT MC;1;Simple;;;;;530;350;550;580;650;;;;;;;;;;;;;;;;;;;;;;;;;;;;;24;;;;8806;cp;2016;5;12500
474;1;473;179;;;DCIM/rivrimouski_20240828105424.jpg;2024/08/28 10:49:27.582;"{""Bc""}";5;D;1;80;10;10;"{""RD""}";{6399cdbc-fae0-4a74-a434-0c005d7017fc};Non;68.443;68,443;1930;85;100;16405000;80;810;103,3333333;6696000;80;1170;82,5;7722000;110;2280;150;37620000;;;;0;MT MC;4;T;;;;;40;30;160;110;;;80;90;140;;;;120;70;20;120;;;120;120;140;220;;;;;;;;;;;;24;;;;8806;cp;2016;5;12500
475;1;474;180;;;DCIM/rivrimouski_20240828105740.jpg;2024/08/28 10:56:36.557;"{""Bc""}";5;D;1;60;30;10;"{""RD""}";{2180884d-d0d8-43e6-9ffd-14c6c19476ac};Non;8.75;8,75;1250;140;50;8750000;;;;0;;;;0;;;;0;;;;0;MT MC;1;Simple;;;;;130;150;170;110;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;24;;;;8806;cp;2016;5;12500
