OBJECTID;Join_Count;TARGET_FID;fid_1;fid_12;ID_ebm;photo;date_suivi;position;obstruct_c;prov_bm;densite;comp_tronc;comp_branc;comp_racin;secteur;uuid;Complexe;Volume;Volume_Formule;longueur;largeur boîte 1;hauteur;Volume 1;longueur_2;hauteur_2;largeur boite 2;Volume 2;hauteur_3;longueur_3;largeur boite 3;Volume 3;hauteur_4;longueur_4;largeur boite 4;Volume 4;hauteur_5;longueur_5;largeur boite 5;Volume 5;Equipe;Nb_boites;Typologie;Commentair;Commenta_1;Commenta_2;Commenta_3;largeur_A;largeur_B;largeur_C;largeur_D;largeur_E;largeur_F;largeur_2_;largeur__1;largeur__2;largeur__3;largeur__4;largeur__5;largeur_3_;largeur__6;largeur__7;largeur__8;largeur__9;largeur_10;largeur_4_;largeur_11;largeur_12;largeur_13;largeur_14;largeur_15;largeur_5_;largeur_16;largeur_17;largeur_18;largeur_19;largeur_20;layer;path;Id;Input_FID;Id_1;ORIG_FID;Id_12;lenght;type;annee;troncon;Distance
534;1;533;399;;;DCIM/rivrimouski_20250729111847.jpg;2025/07/28 13:17:09.578;"{""Ch""}";3;D;1;45;45;10;"{""RD""}";{3710ce95-6d8e-4ce7-8a48-1f530e031be0};Non;12.88;12,88;1600;201,25;40;12880000;;;;0,00;;;;0;;;;0;;;;0;Juju et Eug;1;Simple;;;;;70;260;25;450;;;;;;;;;;;;;;;;;;;;;;;;;;;Bois_2025_2;Bois_2025_2.shp;;13;;;;8806;cp;2016;5;7000
535;1;534;400;;;DCIM/rivrimouski_20250729112205.jpg;2025/07/28 13:17:09.578;"{""Ch""}";2;D;2;60;20;20;"{""RD""}";{156875bc-c136-476d-a868-2deac16ae004};Non;4.35866666666667;4,36;700;155,67;40;4358666,667;;;;0,00;;;;0;;;;0;;;;0;Juju et Eug;1;Simple;;;;;230;220;17;;;;;;;;;;;;;;;;;;;;;;;;;;;;Bois_2025_2;Bois_2025_2.shp;;13;;;;8806;cp;2016;5;7000
536;1;535;401;;;DCIM/rivrimouski_20250729112254.jpg;2025/07/28 13:17:09.578;"{""Ch""}";1;D;1;70;30;;"{""RD""}";{5a3f516f-8115-4e76-8bdf-bd3e1bd3892d};Non;1.05;1,05;500;70,00;30;1050000;;;;0,00;;;;0;;;;0;;;;0;Juju et Eug;1;Simple;;;;;60;110;40;;;;;;;;;;;;;;;;;;;;;;;;;;;;Bois_2025_2;Bois_2025_2.shp;;13;;;;8806;cp;2016;5;7000
537;1;536;402;;;DCIM/rivrimouski_20250729112843.jpg;2025/07/28 13:17:09.578;"{""Ch""}";2;D;2;50;50;;"{""RD""}";{6e5d8f8b-f381-4e18-956f-259b137dc7d3};Non;21.8925;21,89;1390;157,50;100;21892500;;;;0,00;;;;0;;;;0;;;;0;Juju et Eug;1;Simple;;;;;240;310;40;40;;;;;;;;;;;;;;;;;;;;;;;;;;;Bois_2025_2;Bois_2025_2.shp;;13;;;;8806;cp;2016;5;7000
538;1;537;403;;;DCIM/rivrimouski_20250729113046.jpg;2025/07/28 13:17:09.578;"{""Ch""}";2;D;1;60;35;5;"{""RD""}";{7230713a-221c-4177-ac1c-1b9b2162a179};Non;4.26666666666667;4,27;1000;106,67;40;4266666,667;;;;0,00;;;;0;;;;0;;;;0;Juju et Eug;1;Simple;;;;;250;40;30;;;;;;;;;;;;;;;;;;;;;;;;;;;;Bois_2025_2;Bois_2025_2.shp;;14;;;;8806;cp;2016;5;7500
539;1;538;404;;;DCIM/rivrimouski_20250729113402.jpg;2025/07/28 13:17:09.578;"{""Ch""}";5;D;2;40;50;10;"{""RD""}";{790ed883-3586-4ce2-94f4-8f90593701ef};Non;42;42,00;1400;187,50;160;42000000;;;;0,00;;;;0;;;;0;;;;0;Juju et Eug;1;Simple;;;;;20;200;290;240;;;;;;;;;;;;;;;;;;;;;;;;;;;Bois_2025_2;Bois_2025_2.shp;;14;;;;8806;cp;2016;5;7500
540;1;539;405;;;DCIM/rivrimouski_20250729114138.jpg;2025/07/28 13:17:09.578;"{""Ch""}";25;D;1;80;10;10;"{""C""}";{ce098307-ff91-4bb5-a92a-71aedc45001b};Non;11.5;11,50;2000;57,50;40;4600000;2300;50;60,00;6900000,00;;;;0;;;;0;;;;0;Juju et Eug;2;L;;;;;20;40;50;120;;;20;40;50;130;;;;;;;;;;;;;;;;;;;;;Bois_2025_2;Bois_2025_2.shp;;14;;;;8806;cp;2016;5;7500
541;1;540;406;;;DCIM/rivrimouski_20250729115152.jpg;2025/07/28 13:17:09.578;"{""Ch""}";5;M;1;90;5;5;"{""C""}";{cbe910ff-a927-4765-81ba-66a8e5503a62};Non;31.395;31,40;2300;227,50;60;31395000;;;;0,00;;;;0;;;;0;;;;0;Juju et Eug;1;Simple;;;;;500;210;130;70;;;;;;;;;;;;;;;;;;;;;;;;;;;Bois_2025_2;Bois_2025_2.shp;;14;;;;8806;cp;2016;5;7500
542;1;541;407;;;DCIM/rivrimouski_20250729115314.jpg;2025/07/28 13:17:09.578;"{""Ch""}";5;M;2;50;25;25;"{""C""}";{e1e47025-d158-478f-8fb3-1f9795670b08};Non;63.61875;63,62;1950;217,50;150;63618750;;;;0,00;;;;0;;;;0;;;;0;Juju et Eug;1;Simple;;;;;10;60;400;400;;;;;;;;;;;;;;;;;;;;;;;;;;;Bois_2025_2;Bois_2025_2.shp;;14;;;;8806;cp;2016;5;7500
543;1;542;408;;;DCIM/rivrimouski_20250729120106.jpg;2025/07/28 13:17:09.578;"{""Ch""}";15;D;1;70;15;15;"{""RG""}";{efac6cd9-6250-4cfe-8065-8b5539eb2d77};Non;10.8946666666667;10,89;940;170,00;60;9588000;700;40;46,67;1306666,67;;;;0;;;;0;;;;0;Juju et Eug;2;L;;;;;210;120;180;;;;40;40;60;;;;;;;;;;;;;;;;;;;;;;Bois_2025_2;Bois_2025_2.shp;;14;;;;8806;cp;2016;5;7500
544;1;543;409;;;DCIM/rivrimouski_20250729120311.jpg;2025/07/28 13:17:09.578;"{""Ch""}";15;D;2;70;5;25;"{""RG""}";{50f00488-0b42-4781-8e47-8569989e9833};Non;43.2575;43,26;1900;207,50;70;27597500;870;100;180,00;15660000,00;;;;0;;;;0;;;;0;Juju et Eug;2;L;;;;;20;100;360;350;;;260;220;60;;;;;;;;;;;;;;;;;;;;;;Bois_2025_2;Bois_2025_2.shp;;14;;;;8806;cp;2016;5;7500
545;1;544;410;;;DCIM/rivrimouski_20250729120735.jpg;2025/07/28 13:17:09.578;"{""Ch""}";9;D;2;40;40;20;"{""RG""}";{fd6567df-7727-44a3-9cdb-4887ad8ae139};Non;4.752;4,75;810;146,67;40;4752000;;;;0,00;;;;0;;;;0;;;;0;Juju et Eug;1;Simple;;;;;150;200;90;;;;;;;;;;;;;;;;;;;;;;;;;;;;Bois_2025_2;Bois_2025_2.shp;;14;;;;8806;cp;2016;5;7500
546;1;545;411;;;DCIM/rivrimouski_20250729131021.jpg;2025/07/28 13:17:09.578;"{""Ch""}";2;D;1;50;40;10;"{""RG""}";{3cfaef1b-6ef0-4143-9a83-3aa3dcf3538a};Non;6.475;6,48;1750;92,50;40;6475000;;;;0,00;;;;0;;;;0;;;;0;Juju et Eug;1;Simple;;;;;40;100;80;150;;;;;;;;;;;;;;;;;;;;;;;;;;;Bois_2025_2;Bois_2025_2.shp;;15;;;;8806;cp;2016;5;8000
547;1;546;412;;;DCIM/rivrimouski_20250729131232.jpg;2025/07/28 13:17:09.578;"{""Ch""}";13;D;2;50;20;30;"{""RD""}";{d6b663ad-481f-4647-84e2-cd45e993e9e0};Non;514.96;514,96;4000;314,00;410;514960000;;;;0,00;;;;0;;;;0;;;;0;Juju et Eug;1;Simple;;;;;160;400;400;410;200;;;;;;;;;;;;;;;;;;;;;;;;;;Bois_2025_2;Bois_2025_2.shp;;16;;;;8806;cp;2016;5;8500
548;1;547;413;;;DCIM/rivrimouski_20250729131919.jpg;2025/07/28 13:17:09.578;"{""Ch""}";15;D;2;50;25;25;"{""RD""}";{9f76cad8-866f-43b6-8be0-12b84e1760c7};Non;65.25;65,25;1500;362,50;120;65250000;;;;0,00;;;;0;;;;0;;;;0;Juju et Eug;1;Simple;;;;;200;400;500;350;;;;;;;;;;;;;;;;;;;;;;;;;;;Bois_2025_2;Bois_2025_2.shp;;16;;;;8806;cp;2016;5;8500
549;1;548;414;;;DCIM/rivrimouski_20250729132111.jpg;2025/07/28 13:17:09.578;"{""Ch""}";20;D;2;75;15;10;"{""RD""}";{bd32eed6-9a90-4e32-9cbf-a44948e31261};Non;272.88;272,88;3600;758,00;100;272880000;;;;0,00;;;;0;;;;0;;;;0;Juju et Eug;1;Simple;;;;;1800;900;600;460;30;;;;;;;;;;;;;;;;;;;;;;;;;;Bois_2025_2;Bois_2025_2.shp;;16;;;;8806;cp;2016;5;8500
550;1;549;415;;;DCIM/rivrimouski_20250729132700.jpg;2025/07/28 13:17:09.578;"{""Ch""}";1;D;1;90;;10;"{""RD""}";{7f8d5ac5-2642-4f89-a21c-51575455f6d5};Non;7.6;7,60;1600;95,00;50;7600000;;;;0,00;;;;0;;;;0;;;;0;Juju et Eug;1;Simple;;;;;40;50;260;30;;;;;;;;;;;;;;;;;;;;;;;;;;;Bois_2025_2;Bois_2025_2.shp;;16;;;;8806;cp;2016;5;8500
551;1;550;416;;;DCIM/rivrimouski_20250729133133.jpg;2025/07/28 13:17:09.578;"{""Ch""}";15;D;2;70;5;25;"{""RD""}";{1a1ead49-1822-42d3-a486-5aa6274ca348};Non;135.146666666667;135,15;5600;301,67;80;135146666,7;;;;0,00;;;;0;;;;0;;;;0;Juju et Eug;1;Simple;;;;;100;440;100;540;500;130;;;;;;;;;;;;;;;;;;;;;;;;;Bois_2025_2;Bois_2025_2.shp;;16;;;;8806;cp;2016;5;8500
552;1;551;417;;;DCIM/rivrimouski_20250729134118.jpg;2025/07/28 13:17:09.578;"{""Ch""}";10;D;3;70;15;15;"{""RD""}";{a4e64126-9a10-40c0-b268-e46d722dd0e8};Non;337.5;337,50;2500;750,00;180;337500000;;;;0,00;;;;0;;;;0;;;;0;Juju et Eug;1;Simple;;;;;1000;800;700;500;;;;;;;;;;;;;;;;;;;;;;;;;;;Bois_2025_2;Bois_2025_2.shp;;17;;;;8806;cp;2016;5;9000
553;1;552;418;;;DCIM/rivrimouski_20250729134632.jpg;2025/07/28 13:17:09.578;"{""Ch""}";15;D;3;90;5;5;"{""RD""}";{a27c23c2-884a-4757-b547-ea8f5bbf158c};Non;241.5;241,50;3500;460,00;150;241500000;;;;0,00;;;;0;;;;0;;;;0;Juju et Eug;1;Simple;;;;;100;600;1000;200;400;;;;;;;;;;;;;;;;;;;;;;;;;;Bois_2025_2;Bois_2025_2.shp;;17;;;;8806;cp;2016;5;9000
554;1;553;419;;;DCIM/rivrimouski_20250729134934.jpg;2025/07/28 13:17:09.578;"{""Bc""}";35;D;3;70;15;15;"{""C""}";{991105da-9ef5-4563-af52-5de55f147397};Non;2192.4;2192,40;4200;1740,00;300;2192400000;;;;0,00;;;;0;;;;0;;;;0;Juju et Eug;1;Simple;;;;;3000;2000;200;1500;2000;;;;;;;;;;;;;;;;;;;;;;;;;;Bois_2025_2;Bois_2025_2.shp;;18;;;;8806;cp;2016;5;9500
555;1;554;420;;;DCIM/rivrimouski_20250729135526.jpg;2025/07/28 13:17:09.578;"{""Bc""}";2;M;1;40;30;30;"{""C""}";{e674dd7b-6653-4ea2-9be3-f05bbaf3925d};Non;1.6;1,60;1000;40,00;40;1600000;;;;0,00;;;;0;;;;0;;;;0;Juju et Eug;1;Simple;;;;;30;40;50;;;;;;;;;;;;;;;;;;;;;;;;;;;;Bois_2025_2;Bois_2025_2.shp;;18;;;;8806;cp;2016;5;9500
556;1;555;421;;;DCIM/rivrimouski_20250729135741.jpg;2025/07/28 13:17:09.578;"{""Bc""}";30;D;3;70;20;10;"{""C""}";{79d7a841-6603-4938-aae0-0018e92d8836};Non;1642.66666666667;1642,67;5600;1466,67;200;1642666667;;;;0,00;;;;0;;;;0;;;;0;Juju et Eug;1;Simple;;;;;2200;700;1500;1500;1200;1700;;;;;;;;;;;;;;;;;;;;;;;;;Bois_2025_2;Bois_2025_2.shp;;18;;;;8806;cp;2016;5;9500
557;1;556;422;;;DCIM/rivrimouski_20250729140226.jpg;2025/07/28 13:17:09.578;"{""Bc""}";25;D;3;65;20;15;"{""C""}";{d50937be-1be7-41e3-b877-e87497c1308d};Non;1539.06666666667;1539,07;5600;1616,67;170;1539066667;;;;0,00;;;;0;;;;0;;;;0;Juju et Eug;1;Simple;;;;;2500;1900;1800;1300;1500;700;;;;;;;;;;;;;;;;;;;;;;;;;Bois_2025_2;Bois_2025_2.shp;;18;;;;8806;cp;2016;5;9500
558;1;557;423;;;DCIM/rivrimouski_20250729140938.jpg;2025/07/28 13:17:09.578;"{""Bc""}";15;D;2;70;20;10;"{""C""}";{77a5a9b9-6c35-49e4-b358-436510d54f0e};Non;1313.76;1313,76;4200;1840,00;170;1313760000;;;;0,00;;;;0;;;;0;;;;0;Juju et Eug;1;Simple;;;;;2000;1500;2000;1700;2000;;;;;;;;;;;;;;;;;;;;;;;;;;Bois_2025_2;Bois_2025_2.shp;;18;;;;8806;cp;2016;5;9500
559;1;558;424;;;DCIM/rivrimouski_20250729141344.jpg;2025/07/28 13:17:09.578;"{""Bc""}";3;D;2;60;10;30;"{""C""}";{7ee8f952-2665-4283-a682-22cfcd546f96};Non;95.88;95,88;3400;282,00;100;95880000;;;;0,00;;;;0;;;;0;;;;0;Juju et Eug;1;Simple;;;;;40;70;100;500;700;;;;;;;;;;;;;;;;;;;;;;;;;;Bois_2025_2;Bois_2025_2.shp;;18;;;;8806;cp;2016;5;9500
560;1;559;425;;;DCIM/rivrimouski_20250729141827.jpg;2025/07/28 13:17:09.578;"{""Bc""}";3;D;2;75;10;15;"{""C""}";{6b427b22-a1da-4153-90a8-ceba40e63e14};Non;3.66666666666667;3,67;500;183,33;40;3666666,667;;;;0,00;;;;0;;;;0;;;;0;Juju et Eug;1;Simple;;;;;300;200;50;;;;;;;;;;;;;;;;;;;;;;;;;;;;Bois_2025_2;Bois_2025_2.shp;;18;;;;8806;cp;2016;5;9500
561;1;560;426;;;DCIM/rivrimouski_20250729142226.jpg;2025/07/28 13:17:09.578;"{""Bc""}";35;D;3;70;20;10;"{""C""}";{bf191ea8-f825-49e5-b7b4-cd319d6fccfb};Non;4250;4250,00;12500;2000,00;170;4250000000;;;;0,00;;;;0;;;;0;;;;0;Juju et Eug;1;Simple;;;;;2000;3500;1000;1000;3000;1500;;;;;;;;;;;;;;;;;;;;;;;;;Bois_2025_2;Bois_2025_2.shp;;18;;;;8806;cp;2016;5;9500
562;1;561;427;;;DCIM/rivrimouski_20250729142637.jpg;2025/07/28 13:17:09.578;"{""Bc""}";5;D;2;65;10;25;"{""C""}";{f69ac4ec-26be-4249-98f7-0196f49b2e4e};Non;15.1708333333333;15,17;800;93,33;50;3733333,333;1500;50;152,50;11437500,00;;;;0;;;;0;;;;0;Juju et Eug;2;T;;;;;100;100;80;;;;130;140;250;90;;;;;;;;;;;;;;;;;;;;;Bois_2025_2;Bois_2025_2.shp;;19;;;;8806;cp;2016;5;10000
563;1;562;428;;;DCIM/rivrimouski_20250729143102.jpg;2025/07/28 13:17:09.578;"{""Bc""}";15;D;2;70;15;15;"{""C""}";{b2e5a76c-2173-480d-8573-7ef97dd3c5c1};Non;858.4;858,40;3700;2900,00;80;858400000;;;;0,00;;;;0;;;;0;;;;0;Juju et Eug;1;Simple;;;;;500;1000;7000;1000;5000;;;;;;;;;;;;;;;;;;;;;;;;;;Bois_2025_2;Bois_2025_2.shp;;19;;;;8806;cp;2016;5;10000
564;1;563;429;;;DCIM/rivrimouski_20250729143429.jpg;2025/07/28 13:17:09.578;"{""Bc""}";20;D;2;55;25;20;"{""C""}";{ce865157-5e48-4229-8e42-4c3f72442e84};Non;354.375;354,38;2700;875,00;150;354375000;;;;0,00;;;;0;;;;0;;;;0;Juju et Eug;1;Simple;;;;;600;800;900;1200;;;;;;;;;;;;;;;;;;;;;;;;;;;Bois_2025_2;Bois_2025_2.shp;;19;;;;8806;cp;2016;5;10000
565;1;564;430;;;DCIM/rivrimouski_20250729144808.jpg;2025/07/28 13:17:09.578;"{""Bc""}";5;D;3;60;15;25;"{""C""}";{9047b14a-a2db-4bb1-80a6-1de47d193a1c};Non;54;54,00;1200;450,00;100;54000000;;;;0,00;;;;0;;;;0;;;;0;Juju et Eug;1;Simple;;;;;200;300;500;800;;;;;;;;;;;;;;;;;;;;;;;;;;;Bois_2025_2;Bois_2025_2.shp;;20;;;;8806;cp;2016;5;10500
566;1;565;431;;;DCIM/rivrimouski_20250729144930.jpg;2025/07/28 13:17:09.578;"{""Bc""}";5;D;2;50;25;25;"{""C""}";{e75e7a61-7b46-4fbc-bf13-c9840da33b43};Non;101.25;101,25;1500;450,00;150;101250000;;;;0,00;;;;0;;;;0;;;;0;Juju et Eug;1;Simple;;;;;200;300;500;800;;;;;;;;;;;;;;;;;;;;;;;;;;;Bois_2025_2;Bois_2025_2.shp;;20;;;;8806;cp;2016;5;10500
567;1;566;432;;;DCIM/rivrimouski_20250729145355.jpg;2025/07/28 13:17:09.578;"{""Bc""}";5;D;2;60;20;20;"{""C""}";{11935968-1adb-4fc5-85a1-38c188af78f2};Non;128.52;128,52;3600;510,00;70;128520000;;;;0,00;;;;0;;;;0;;;;0;Juju et Eug;1;Simple;;;;;800;900;100;370;380;;;;;;;;;;;;;;;;;;;;;;;;;;Bois_2025_2;Bois_2025_2.shp;;20;;;;8806;cp;2016;5;10500
568;1;567;433;;;DCIM/rivrimouski_20250729145722.jpg;2025/07/28 13:17:09.578;"{""Bc""}";40;D;3;70;10;20;"{""C""}";{4a46db4e-e12d-43c2-b0fa-79e877fc765f};Non;1889.125;1889,13;10500;1058,33;170;1889125000;;;;0,00;;;;0;;;;0;;;;0;Juju et Eug;1;Simple;;;;;1750;400;1500;1500;400;800;;;;;;;;;;;;;;;;;;;;;;;;;Bois_2025_2;Bois_2025_2.shp;;20;;;;8806;cp;2016;5;10500
569;1;568;434;;;DCIM/rivrimouski_20250729150258.jpg;2025/07/28 13:17:09.578;"{""Bc""}";10;D;3;70;15;15;"{""RD""}";{d22bd6ab-0e08-4492-9b43-9301e2adf50c};Non;1624;1624,00;7500;1353,33;160;1624000000;;;;0,00;;;;0;;;;0;;;;0;Juju et Eug;1;Simple;;;;;1500;1300;1300;1450;1200;1370;;;;;;;;;;;;;;;;;;;;;;;;;Bois_2025_2;Bois_2025_2.shp;;20;;;;8806;cp;2016;5;10500
570;1;569;435;;;DCIM/rivrimouski_20250729150958.jpg;2025/07/28 13:17:09.578;"{""Bc""}";3;D;1;10;80;10;"{""C""}";{4fb58ffc-27df-4077-bafe-4899528a5ca1};Non;33.0533333333333;33,05;7400;223,33;20;33053333,33;;;;0,00;;;;0;;;;0;;;;0;Juju et Eug;1;Simple;;;;;240;250;270;240;240;100;;;;;;;;;;;;;;;;;;;;;;;;;Bois_2025_2;Bois_2025_2.shp;;20;;;;8806;cp;2016;5;10500
571;1;570;436;;;DCIM/rivrimouski_20250729151325.jpg;2025/07/28 13:17:09.578;"{""Bc""}";3;D;2;50;20;30;"{""C""}";{9647c427-047a-4850-a294-79d7a5bf239f};Non;10.12;10,12;2200;115,00;40;10120000;;;;0,00;;;;0;;;;0;;;;0;Juju et Eug;1;Simple;;;;;220;120;100;20;;;;;;;;;;;;;;;;;;;;;;;;;;;Bois_2025_2;Bois_2025_2.shp;;20;;;;8806;cp;2016;5;10500
572;1;571;437;;;DCIM/rivrimouski_20250729151452.jpg;2025/07/28 13:17:09.578;"{""Bc""}";15;D;2;70;10;20;"{""C""}";{f5c5392e-798c-423e-93a9-4a66249ab052};Non;299.49;299,49;4470;670,00;100;299490000;;;;0,00;;;;0;;;;0;;;;0;Juju et Eug;1;Simple;;;;;550;700;900;800;400;;;;;;;;;;;;;;;;;;;;;;;;;;Bois_2025_2;Bois_2025_2.shp;;20;;;;8806;cp;2016;5;10500
573;1;572;438;;;DCIM/rivrimouski_20250729151739.jpg;2025/07/28 13:17:09.578;"{""Bc""}";4;D;2;95;;5;"{""C""}";{0c55e2c4-0a04-42c3-854f-56af72d7897f};Non;1.5;1,50;600;50,00;50;1500000;;;;0,00;;;;0;;;;0;;;;0;Juju et Eug;1;Simple;;;;;40;40;70;;;;;;;;;;;;;;;;;;;;;;;;;;;;Bois_2025_2;Bois_2025_2.shp;;20;;;;8806;cp;2016;5;10500
574;1;573;439;;;DCIM/rivrimouski_20250729153103.jpg;2025/07/28 13:17:09.578;"{""Bc""}";20;D;3;75;10;15;"{""RD""}";{dc9faafb-87c4-41a5-bb52-41bdcddcd5e2};Non;852.48;852,48;3600;1480,00;160;852480000;;;;0,00;;;;0;;;;0;;;;0;Juju et Eug;1;Simple;;;;;2000;1800;1600;1500;500;;;;;;;;;;;;;;;;;;;;;;;;;;Bois_2025_2;Bois_2025_2.shp;;21;;;;8806;cp;2016;5;11000
575;1;574;440;;;DCIM/rivrimouski_20250729153257.jpg;2025/07/28 13:17:09.578;"{""Bc""}";20;D;3;55;20;25;"{""RD""}";{50fa5f52-82b2-4d53-9150-a173c11e7b19};Non;669.12;669,12;3200;1230,00;170;669120000;;;;0,00;;;;0;;;;0;;;;0;Juju et Eug;1;Simple;;;;;1600;1000;1300;1550;700;;;;;;;;;;;;;;;;;;;;;;;;;;Bois_2025_2;Bois_2025_2.shp;;21;;;;8806;cp;2016;5;11000
576;1;575;441;;;DCIM/rivrimouski_20250729153533.jpg;2025/07/28 13:17:09.578;"{""Bc""}";3;D;2;75;5;20;"{""RD""}";{74ba25f6-6bba-4f7f-ab70-b50c56b17d40};Non;8.55;8,55;1900;150,00;30;8550000;;;;0,00;;;;0;;;;0;;;;0;Juju et Eug;1;Simple;;;;;240;30;30;300;;;;;;;;;;;;;;;;;;;;;;;;;;;Bois_2025_2;Bois_2025_2.shp;;21;;;;8806;cp;2016;5;11000
577;1;576;442;;;DCIM/rivrimouski_20250729153823.jpg;2025/07/28 13:17:09.578;"{""Bc""}";3;D;2;90;5;5;"{""RD""}";{b8b4ba21-b01c-44b9-9644-5b10f1731609};Non;2.53333333333333;2,53;500;126,67;40;2533333,333;;;;0,00;;;;0;;;;0;;;;0;Juju et Eug;1;Simple;;;;;120;110;150;;;;;;;;;;;;;;;;;;;;;;;;;;;;Bois_2025_2;Bois_2025_2.shp;;21;;;;8806;cp;2016;5;11000
578;1;577;443;;;DCIM/rivrimouski_20250729154009.jpg;2025/07/28 13:17:09.578;"{""Bc""}";7;D;3;55;20;25;"{""RD""}";{1d6c09b6-b4d0-4bb0-a444-b0fc34706549};Non;158.25;158,25;1500;527,50;200;158250000;;;;0,00;;;;0;;;;0;;;;0;Juju et Eug;1;Simple;;;;;800;500;510;300;;;;;;;;;;;;;;;;;;;;;;;;;;;Bois_2025_2;Bois_2025_2.shp;;22;;;;8806;cp;2016;5;11500
579;1;578;444;;;DCIM/rivrimouski_20250729154335.jpg;2025/07/28 13:17:09.578;"{""Bc""}";20;M;2;70;15;15;"{""RD""}";{97ea783d-415e-4e11-85f9-4904dad6be3c};Non;4853.33333333333;4853,33;16000;1516,67;200;4853333333;;;;0,00;;;;0;;;;0;;;;0;Juju et Eug;1;Simple;;;;;1500;1800;1000;1000;2000;1800;;;;;;;;;;;;;;;;;;;;;;;;;Bois_2025_2;Bois_2025_2.shp;;22;;;;8806;cp;2016;5;11500
580;1;579;445;;;DCIM/rivrimouski_20250729162329.jpg;2025/07/28 13:17:09.578;"{""Bc""}";10;D;3;70;15;15;"{""RG""}";{682df274-06b2-4d85-8fa7-65bd1862657b};Non;1432.5;1432,50;2500;1910,00;300;1432500000;;;;0,00;;;;0;;;;0;;;;0;Juju et Eug;1;Simple;;;;;2540;2000;1800;1300;;;;;;;;;;;;;;;;;;;;;;;;;;;Bois_2025_2;Bois_2025_2.shp;;20;;;;8806;cp;2016;5;10500
581;1;580;446;;;DCIM/rivrimouski_20250729162802.jpg;2025/07/28 13:17:09.578;"{""Bc""}";3;D;2;60;20;20;"{""RG""}";{7bab4b1d-b028-4e75-bf6d-e7bfa6b923fb};Non;5.28;5,28;900;146,67;40;5280000;;;;0,00;;;;0;;;;0;;;;0;Juju et Eug;1;Simple;;;;;160;120;160;;;;;;;;;;;;;;;;;;;;;;;;;;;;Bois_2025_2;Bois_2025_2.shp;;21;;;;8806;cp;2016;5;11000
582;1;581;447;;;DCIM/rivrimouski_20250729163028.jpg;2025/07/28 13:17:09.578;"{""Bc""}";1;D;1;50;40;10;"{""RG""}";{2f7c0afc-78d8-4f91-9012-2c5a281348d3};Non;4.86;4,86;2160;75,00;30;4860000;;;;0,00;;;;0;;;;0;;;;0;Juju et Eug;1;Simple;;;;;20;80;140;60;;;;;;;;;;;;;;;;;;;;;;;;;;;Bois_2025_2;Bois_2025_2.shp;;21;;;;8806;cp;2016;5;11000
583;1;582;448;;;DCIM/rivrimouski_20250729163114.jpg;2025/07/28 13:17:09.578;"{""Bc""}";1;D;2;40;20;40;"{""RG""}";{5d5a38c1-2cf5-44fe-b9b9-ebea4859256b};Non;20.6465;20,65;840;143,33;50;6020000;1990;60;122,50;14626500,00;;;;0;;;;0;;;;0;Juju et Eug;2;T;;;;;80;240;110;;;;90;80;260;60;;;;;;;;;;;;;;;;;;;;;Bois_2025_2;Bois_2025_2.shp;;21;;;;8806;cp;2016;5;11000
584;1;583;449;;;DCIM/rivrimouski_20250729163353.jpg;2025/07/28 13:17:09.578;"{""Bc""}";5;D;2;70;15;15;"{""RG""}";{25e90cb1-fb85-4c2f-8fb8-47346bdb9cd4};Non;154.496;154,50;5440;355,00;80;154496000;;;;0,00;;;;0;;;;0;;;;0;Juju et Eug;1;Simple;;;;;60;300;30;420;1000;320;;;;;;;;;;;;;;;;;;;;;;;;;Bois_2025_2;Bois_2025_2.shp;;21;;;;8806;cp;2016;5;11000
585;1;584;450;;;DCIM/rivrimouski_20250729163741.jpg;2025/07/28 13:17:09.578;"{""Bc""}";3;D;1;60;20;20;"{""RG""}";{66239236-48a0-42ad-b96b-3787d4e86468};Non;10.875;10,88;1450;150,00;50;10875000;;;;0,00;;;;0;;;;0;;;;0;Juju et Eug;1;Simple;;;;;30;150;220;200;;;;;;;;;;;;;;;;;;;;;;;;;;;Bois_2025_2;Bois_2025_2.shp;;21;;;;8806;cp;2016;5;11000
586;1;585;451;;;DCIM/rivrimouski_20250730090717.jpg;2025/07/28 13:17:09.578;"{""Ch""}";3;D;1;50;25;25;"{""RD""}";{d2934cbd-e77c-4eb6-ba74-df9ad7df71f6};Non;20.52;20,52;1200;190,00;90;20520000;;;;0,00;;;;0;;;;0;;;;0;Juju et Eug;1;Simple;;;;;150;200;110;300;;;;;;;;;;;;;;;;;;;;;;;;;;;Bois_2025_2;Bois_2025_2.shp;;23;;;;8806;cp;2016;5;12000
587;1;586;452;;;DCIM/rivrimouski_20250730091058.jpg;2025/07/28 13:17:09.578;"{""Ch""}";5;D;2;60;20;20;"{""RD""}";{ce1eb387-a47e-4b62-90f9-967e5453ae3d};Non;733.663333333333;733,66;12100;356,67;170;733663333,3;;;;0,00;;;;0;;;;0;;;;0;Juju et Eug;1;Simple;;;;;30;150;510;400;900;150;;;;;;;;;;;;;;;;;;;;;;;;;Bois_2025_2;Bois_2025_2.shp;;23;;;;8806;cp;2016;5;12000
